event_id,game_session,timestamp,event_data,installation_id,event_count,event_code,game_time,title,type,world
7372e1a5,a022c3f60ba547e7,2019-09-10T16:54:31.979Z,"{""coordinates"":{""x"":738,""y"":676,""stage_width"":1015,""stage_height"":762},""round"":1,""event_count"":19,""game_time"":19880,""event_code"":4070}",00abaee7,19,4070,19880,Chow Time,Game,CRYSTALCAVES
cfbd47c8,a022c3f60ba547e7,2019-09-10T16:54:32.125Z,"{""weight"":3,""source"":""resources"",""resources"":[3,1,1],""coordinates"":{""x"":752,""y"":695,""stage_width"":1015,""stage_height"":762},""round"":1,""event_count"":20,""game_time"":20030,""event_code"":4030}",00abaee7,20,4030,20030,Chow Time,Game,CRYSTALCAVES
d185d3ea,a022c3f60ba547e7,2019-09-10T16:54:32.392Z,"{""weight"":3,""resources"":[3,1,1],""coordinates"":{""x"":752,""y"":695,""stage_width"":1015,""stage_height"":762},""duration"":267,""round"":1,""event_count"":21,""game_time"":20297,""event_code"":4035}",00abaee7,21,4035,20297,Chow Time,Game,CRYSTALCAVES
7372e1a5,a022c3f60ba547e7,2019-09-10T16:54:32.578Z,"{""coordinates"":{""x"":765,""y"":687,""stage_width"":1015,""stage_height"":762},""round"":1,""event_count"":22,""game_time"":20480,""event_code"":4070}",00abaee7,22,4070,20480,Chow Time,Game,CRYSTALCAVES
cfbd47c8,a022c3f60ba547e7,2019-09-10T16:54:33.479Z,"{""weight"":3,""source"":""resources"",""resources"":[3,1,1],""coordinates"":{""x"":752,""y"":695,""stage_width"":1015,""stage_height"":762},""round"":1,""event_count"":23,""game_time"":21380,""event_code"":4030}",00abaee7,23,4030,21380,Chow Time,Game,CRYSTALCAVES
4ef8cdd3,a022c3f60ba547e7,2019-09-10T16:54:34.359Z,"{""weight"":3,""correct"":true,""scale_weight"":3,""scale_contents"":[3],""coordinates"":{""x"":338,""y"":289,""stage_width"":1015,""stage_height"":762},""duration"":884,""round"":1,""event_count"":24,""game_time"":22264,""event_code"":4020}",00abaee7,24,4020,22264,Chow Time,Game,CRYSTALCAVES
7ec0c298,a022c3f60ba547e7,2019-09-10T16:54:35.349Z,"{""description"":""That's not enough food. Try putting a piece on the scale, to make that side heavier!"",""identifier"":""1438"",""media_type"":""animation"",""total_duration"":5875,""round"":1,""event_count"":25,""game_time"":23247,""event_code"":3010}",00abaee7,25,3010,23247,Chow Time,Game,CRYSTALCAVES
0d1da71f,a022c3f60ba547e7,2019-09-10T16:54:35.413Z,"{""description"":""That's not enough food. Try putting a piece on the scale, to make that side heavier!"",""identifier"":""1438"",""media_type"":""animation"",""duration"":59,""round"":1,""event_count"":26,""game_time"":23307,""event_code"":3110}",00abaee7,26,3110,23307,Chow Time,Game,CRYSTALCAVES
0330ab6a,a022c3f60ba547e7,2019-09-10T16:54:35.414Z,"{""description"":""That's not enough food. Try putting a piece on the scale, to make that side heavier!"",""identifier"":""1438"",""media_type"":""animation"",""total_duration"":5875,""round"":1,""event_count"":27,""game_time"":23307,""event_code"":3020}",00abaee7,27,3020,23307,Chow Time,Game,CRYSTALCAVES
cfbd47c8,a022c3f60ba547e7,2019-09-10T16:54:38.065Z,"{""weight"":3,""source"":""resources"",""resources"":[1,1],""coordinates"":{""x"":336,""y"":695,""stage_width"":1015,""stage_height"":762},""round"":1,""event_count"":28,""game_time"":25964,""event_code"":4030}",00abaee7,28,4030,25964,Chow Time,Game,CRYSTALCAVES
d185d3ea,a022c3f60ba547e7,2019-09-10T16:54:38.263Z,"{""weight"":3,""resources"":[1,1],""coordinates"":{""x"":347,""y"":689,""stage_width"":1015,""stage_height"":762},""duration"":200,""round"":1,""event_count"":29,""game_time"":26164,""event_code"":4035}",00abaee7,29,4035,26164,Chow Time,Game,CRYSTALCAVES
7372e1a5,a022c3f60ba547e7,2019-09-10T16:54:38.697Z,"{""coordinates"":{""x"":384,""y"":692,""stage_width"":1015,""stage_height"":762},""round"":1,""event_count"":30,""game_time"":26598,""event_code"":4070}",00abaee7,30,4070,26598,Chow Time,Game,CRYSTALCAVES
2230fab4,a022c3f60ba547e7,2019-09-10T16:54:41.315Z,"{""description"":""That's not enough food. Try putting a piece on the scale, to make that side heavier!"",""identifier"":""1438"",""media_type"":""animation"",""duration"":5908,""round"":1,""event_count"":31,""game_time"":29215,""event_code"":3120}",00abaee7,31,3120,29215,Chow Time,Game,CRYSTALCAVES
cfbd47c8,a022c3f60ba547e7,2019-09-10T16:54:41.601Z,"{""weight"":3,""source"":""scale"",""resources"":[3,1,1],""coordinates"":{""x"":253,""y"":349,""stage_width"":1015,""stage_height"":762},""round"":1,""event_count"":32,""game_time"":29498,""event_code"":4030}",00abaee7,32,4030,29498,Chow Time,Game,CRYSTALCAVES
0330ab6a,a022c3f60ba547e7,2019-09-10T16:54:42.483Z,"{""description"":""That's not enough food. Try putting a piece on the scale, to make that side heavier!"",""identifier"":""1438"",""media_type"":""animation"",""total_duration"":5875,""round"":1,""event_count"":33,""game_time"":30382,""event_code"":3020}",00abaee7,33,3020,30382,Chow Time,Game,CRYSTALCAVES
4ef8cdd3,a022c3f60ba547e7,2019-09-10T16:54:42.779Z,"{""weight"":3,""correct"":true,""scale_weight"":3,""scale_contents"":[3],""coordinates"":{""x"":354,""y"":537,""stage_width"":1015,""stage_height"":762},""duration"":1185,""round"":1,""event_count"":34,""game_time"":30683,""event_code"":4020}",00abaee7,34,4020,30683,Chow Time,Game,CRYSTALCAVES
2230fab4,a022c3f60ba547e7,2019-09-10T16:54:43.842Z,"{""description"":""That's not enough food. Try putting a piece on the scale, to make that side heavier!"",""identifier"":""1438"",""media_type"":""animation"",""duration"":1351,""round"":1,""event_count"":35,""game_time"":31733,""event_code"":3120}",00abaee7,35,3120,31733,Chow Time,Game,CRYSTALCAVES
0330ab6a,a022c3f60ba547e7,2019-09-10T16:54:43.844Z,"{""description"":""That's not enough food. Try putting a piece on the scale, to make that side heavier!"",""identifier"":""1438"",""media_type"":""animation"",""total_duration"":5875,""round"":1,""event_count"":36,""game_time"":31733,""event_code"":3020}",00abaee7,36,3020,31733,Chow Time,Game,CRYSTALCAVES
cfbd47c8,a022c3f60ba547e7,2019-09-10T16:54:43.944Z,"{""weight"":3,""source"":""scale"",""resources"":[3,1,1],""coordinates"":{""x"":253,""y"":349,""stage_width"":1015,""stage_height"":762},""round"":1,""event_count"":37,""game_time"":31847,""event_code"":4030}",00abaee7,37,4030,31847,Chow Time,Game,CRYSTALCAVES
d185d3ea,a022c3f60ba547e7,2019-09-10T16:54:44.595Z,"{""weight"":3,""resources"":[3,1,1],""coordinates"":{""x"":366,""y"":665,""stage_width"":1015,""stage_height"":762},""duration"":651,""round"":1,""event_count"":38,""game_time"":32499,""event_code"":4035}",00abaee7,38,4035,32499,Chow Time,Game,CRYSTALCAVES
2230fab4,a022c3f60ba547e7,2019-09-10T16:54:44.832Z,"{""description"":""That's not enough food. Try putting a piece on the scale, to make that side heavier!"",""identifier"":""1438"",""media_type"":""animation"",""duration"":998,""round"":1,""event_count"":39,""game_time"":32732,""event_code"":3120}",00abaee7,39,3120,32732,Chow Time,Game,CRYSTALCAVES
0330ab6a,a022c3f60ba547e7,2019-09-10T16:54:44.832Z,"{""description"":""That's not enough food. Try putting a piece on the scale, to make that side heavier!"",""identifier"":""1438"",""media_type"":""animation"",""total_duration"":5875,""round"":1,""event_count"":40,""game_time"":32732,""event_code"":3020}",00abaee7,40,3020,32732,Chow Time,Game,CRYSTALCAVES
7372e1a5,a022c3f60ba547e7,2019-09-10T16:54:45.062Z,"{""coordinates"":{""x"":621,""y"":355,""stage_width"":1015,""stage_height"":762},""round"":1,""event_count"":41,""game_time"":32965,""event_code"":4070}",00abaee7,41,4070,32965,Chow Time,Game,CRYSTALCAVES
cfbd47c8,a022c3f60ba547e7,2019-09-10T16:54:46.614Z,"{""weight"":3,""source"":""resources"",""resources"":[3,1,1],""coordinates"":{""x"":752,""y"":695,""stage_width"":1015,""stage_height"":762},""round"":1,""event_count"":42,""game_time"":34515,""event_code"":4030}",00abaee7,42,4030,34515,Chow Time,Game,CRYSTALCAVES
d185d3ea,a022c3f60ba547e7,2019-09-10T16:54:47.160Z,"{""weight"":3,""resources"":[3,1,1],""coordinates"":{""x"":908,""y"":477,""stage_width"":1015,""stage_height"":762},""duration"":552,""round"":1,""event_count"":43,""game_time"":35067,""event_code"":4035}",00abaee7,43,4035,35067,Chow Time,Game,CRYSTALCAVES
7372e1a5,a022c3f60ba547e7,2019-09-10T16:54:48.265Z,"{""coordinates"":{""x"":919,""y"":425,""stage_width"":1015,""stage_height"":762},""round"":1,""event_count"":44,""game_time"":36165,""event_code"":4070}",00abaee7,44,4070,36165,Chow Time,Game,CRYSTALCAVES
7372e1a5,a022c3f60ba547e7,2019-09-10T16:54:48.831Z,"{""coordinates"":{""x"":896,""y"":443,""stage_width"":1015,""stage_height"":762},""round"":1,""event_count"":45,""game_time"":36732,""event_code"":4070}",00abaee7,45,4070,36732,Chow Time,Game,CRYSTALCAVES
cfbd47c8,a022c3f60ba547e7,2019-09-10T16:54:49.923Z,"{""weight"":1,""source"":""resources"",""resources"":[3,1,3],""coordinates"":{""x"":481,""y"":695,""stage_width"":1015,""stage_height"":762},""round"":1,""event_count"":46,""game_time"":37817,""event_code"":4030}",00abaee7,46,4030,37817,Chow Time,Game,CRYSTALCAVES
2230fab4,a022c3f60ba547e7,2019-09-10T16:54:50.733Z,"{""description"":""That's not enough food. Try putting a piece on the scale, to make that side heavier!"",""identifier"":""1438"",""media_type"":""animation"",""duration"":5901,""round"":1,""event_count"":47,""game_time"":38633,""event_code"":3120}",00abaee7,47,3120,38633,Chow Time,Game,CRYSTALCAVES
d185d3ea,a022c3f60ba547e7,2019-09-10T16:54:50.927Z,"{""weight"":1,""resources"":[3,1,3],""coordinates"":{""x"":871,""y"":394,""stage_width"":1015,""stage_height"":762},""duration"":1016,""round"":1,""event_count"":48,""game_time"":38833,""event_code"":4035}",00abaee7,48,4035,38833,Chow Time,Game,CRYSTALCAVES
7372e1a5,a022c3f60ba547e7,2019-09-10T16:54:51.901Z,"{""coordinates"":{""x"":645,""y"":355,""stage_width"":1015,""stage_height"":762},""round"":1,""event_count"":49,""game_time"":39806,""event_code"":4070}",00abaee7,49,4070,39806,Chow Time,Game,CRYSTALCAVES
7372e1a5,a022c3f60ba547e7,2019-09-10T16:54:52.918Z,"{""coordinates"":{""x"":277,""y"":285,""stage_width"":1015,""stage_height"":762},""round"":1,""event_count"":50,""game_time"":40817,""event_code"":4070}",00abaee7,50,4070,40817,Chow Time,Game,CRYSTALCAVES
cfbd47c8,a022c3f60ba547e7,2019-09-10T16:54:53.782Z,"{""weight"":3,""source"":""resources"",""resources"":[1,1,3],""coordinates"":{""x"":336,""y"":695,""stage_width"":1015,""stage_height"":762},""round"":1,""event_count"":51,""game_time"":41683,""event_code"":4030}",00abaee7,51,4030,41683,Chow Time,Game,CRYSTALCAVES
4ef8cdd3,a022c3f60ba547e7,2019-09-10T16:54:54.561Z,"{""weight"":3,""correct"":true,""scale_weight"":3,""scale_contents"":[3],""coordinates"":{""x"":426,""y"":336,""stage_width"":1015,""stage_height"":762},""duration"":784,""round"":1,""event_count"":52,""game_time"":42467,""event_code"":4020}",00abaee7,52,4020,42467,Chow Time,Game,CRYSTALCAVES
0330ab6a,a022c3f60ba547e7,2019-09-10T16:54:55.621Z,"{""description"":""That's not enough food. Try putting a piece on the scale, to make that side heavier!"",""identifier"":""1438"",""media_type"":""animation"",""total_duration"":5875,""round"":1,""event_count"":53,""game_time"":43516,""event_code"":3020}",00abaee7,53,3020,43516,Chow Time,Game,CRYSTALCAVES
cfbd47c8,a022c3f60ba547e7,2019-09-10T16:54:57.783Z,"{""weight"":1,""source"":""resources"",""resources"":[1,3],""coordinates"":{""x"":588,""y"":695,""stage_width"":1015,""stage_height"":762},""round"":1,""event_count"":54,""game_time"":45684,""event_code"":4030}",00abaee7,54,4030,45684,Chow Time,Game,CRYSTALCAVES
d185d3ea,a022c3f60ba547e7,2019-09-10T16:54:58.061Z,"{""weight"":1,""resources"":[1,3],""coordinates"":{""x"":597,""y"":647,""stage_width"":1015,""stage_height"":762},""duration"":283,""round"":1,""event_count"":55,""game_time"":45967,""event_code"":4035}",00abaee7,55,4035,45967,Chow Time,Game,CRYSTALCAVES
cfbd47c8,a022c3f60ba547e7,2019-09-10T16:55:00.217Z,"{""weight"":3,""source"":""resources"",""resources"":[1,1],""coordinates"":{""x"":752,""y"":695,""stage_width"":1015,""stage_height"":762},""round"":1,""event_count"":56,""game_time"":48117,""event_code"":4030}",00abaee7,56,4030,48117,Chow Time,Game,CRYSTALCAVES
2230fab4,a022c3f60ba547e7,2019-09-10T16:55:01.535Z,"{""description"":""That's not enough food. Try putting a piece on the scale, to make that side heavier!"",""identifier"":""1438"",""media_type"":""animation"",""duration"":5917,""round"":1,""event_count"":57,""game_time"":49434,""event_code"":3120}",00abaee7,57,3120,49434,Chow Time,Game,CRYSTALCAVES
4ef8cdd3,a022c3f60ba547e7,2019-09-10T16:55:02.122Z,"{""weight"":3,""correct"":false,""scale_weight"":6,""scale_contents"":[3,3],""coordinates"":{""x"":288,""y"":346,""stage_width"":1015,""stage_height"":762},""duration"":1900,""round"":1,""event_count"":58,""game_time"":50017,""event_code"":4020}",00abaee7,58,4020,50017,Chow Time,Game,CRYSTALCAVES
0330ab6a,a022c3f60ba547e7,2019-09-10T16:55:03.153Z,"{""description"":""That's too much food. Try taking a piece off the scale, to make that side lighter!"",""identifier"":""1437"",""media_type"":""animation"",""total_duration"":5541,""round"":1,""event_count"":59,""game_time"":51051,""event_code"":3020}",00abaee7,59,3020,51051,Chow Time,Game,CRYSTALCAVES
cfbd47c8,a022c3f60ba547e7,2019-09-10T16:55:05.282Z,"{""weight"":1,""source"":""resources"",""resources"":[1],""coordinates"":{""x"":588,""y"":695,""stage_width"":1015,""stage_height"":762},""round"":1,""event_count"":60,""game_time"":53184,""event_code"":4030}",00abaee7,60,4030,53184,Chow Time,Game,CRYSTALCAVES
d185d3ea,a022c3f60ba547e7,2019-09-10T16:55:06.864Z,"{""weight"":1,""resources"":[1],""coordinates"":{""x"":629,""y"":713,""stage_width"":1015,""stage_height"":762},""duration"":1584,""round"":1,""event_count"":61,""game_time"":54768,""event_code"":4035}",00abaee7,61,4035,54768,Chow Time,Game,CRYSTALCAVES
7372e1a5,a022c3f60ba547e7,2019-09-10T16:55:07.315Z,"{""coordinates"":{""x"":290,""y"":385,""stage_width"":1015,""stage_height"":762},""round"":1,""event_count"":62,""game_time"":55218,""event_code"":4070}",00abaee7,62,4070,55218,Chow Time,Game,CRYSTALCAVES
cfbd47c8,a022c3f60ba547e7,2019-09-10T16:55:07.966Z,"{""weight"":3,""source"":""scale"",""resources"":[1,1],""coordinates"":{""x"":309,""y"":395,""stage_width"":1015,""stage_height"":762},""round"":1,""event_count"":63,""game_time"":55868,""event_code"":4030}",00abaee7,63,4030,55868,Chow Time,Game,CRYSTALCAVES
4ef8cdd3,a022c3f60ba547e7,2019-09-10T16:55:08.398Z,"{""weight"":3,""correct"":false,""scale_weight"":6,""scale_contents"":[3,3],""coordinates"":{""x"":450,""y"":344,""stage_width"":1015,""stage_height"":762},""duration"":433,""round"":1,""event_count"":64,""game_time"":56301,""event_code"":4020}",00abaee7,64,4020,56301,Chow Time,Game,CRYSTALCAVES
2230fab4,a022c3f60ba547e7,2019-09-10T16:55:08.736Z,"{""description"":""That's too much food. Try taking a piece off the scale, to make that side lighter!"",""identifier"":""1437"",""media_type"":""animation"",""duration"":5584,""round"":1,""event_count"":65,""game_time"":56635,""event_code"":3120}",00abaee7,65,3120,56635,Chow Time,Game,CRYSTALCAVES
7372e1a5,a022c3f60ba547e7,2019-09-10T16:55:09.236Z,"{""coordinates"":{""x"":296,""y"":367,""stage_width"":1015,""stage_height"":762},""round"":1,""event_count"":66,""game_time"":57135,""event_code"":4070}",00abaee7,66,4070,57135,Chow Time,Game,CRYSTALCAVES
0330ab6a,a022c3f60ba547e7,2019-09-10T16:55:09.769Z,"{""description"":""That's too much food. Try taking a piece off the scale, to make that side lighter!"",""identifier"":""1437"",""media_type"":""animation"",""total_duration"":5541,""round"":1,""event_count"":67,""game_time"":57668,""event_code"":3020}",00abaee7,67,3020,57668,Chow Time,Game,CRYSTALCAVES
cfbd47c8,a022c3f60ba547e7,2019-09-10T16:55:09.884Z,"{""weight"":3,""source"":""scale"",""resources"":[1,1],""coordinates"":{""x"":309,""y"":395,""stage_width"":1015,""stage_height"":762},""round"":1,""event_count"":68,""game_time"":57785,""event_code"":4030}",00abaee7,68,4030,57785,Chow Time,Game,CRYSTALCAVES
4ef8cdd3,a022c3f60ba547e7,2019-09-10T16:55:10.428Z,"{""weight"":3,""correct"":false,""scale_weight"":6,""scale_contents"":[3,3],""coordinates"":{""x"":418,""y"":411,""stage_width"":1015,""stage_height"":762},""duration"":550,""round"":1,""event_count"":69,""game_time"":58335,""event_code"":4020}",00abaee7,69,4020,58335,Chow Time,Game,CRYSTALCAVES
7372e1a5,a022c3f60ba547e7,2019-09-10T16:55:10.563Z,"{""coordinates"":{""x"":411,""y"":427,""stage_width"":1015,""stage_height"":762},""round"":1,""event_count"":70,""game_time"":58468,""event_code"":4070}",00abaee7,70,4070,58468,Chow Time,Game,CRYSTALCAVES
7372e1a5,a022c3f60ba547e7,2019-09-10T16:55:11.351Z,"{""coordinates"":{""x"":262,""y"":356,""stage_width"":1015,""stage_height"":762},""round"":1,""event_count"":71,""game_time"":59252,""event_code"":4070}",00abaee7,71,4070,59252,Chow Time,Game,CRYSTALCAVES
2230fab4,a022c3f60ba547e7,2019-09-10T16:55:11.671Z,"{""description"":""That's too much food. Try taking a piece off the scale, to make that side lighter!"",""identifier"":""1437"",""media_type"":""animation"",""duration"":1905,""round"":1,""event_count"":72,""game_time"":59573,""event_code"":3120}",00abaee7,72,3120,59573,Chow Time,Game,CRYSTALCAVES
0330ab6a,a022c3f60ba547e7,2019-09-10T16:55:11.673Z,"{""description"":""That's too much food. Try taking a piece off the scale, to make that side lighter!"",""identifier"":""1437"",""media_type"":""animation"",""total_duration"":5541,""round"":1,""event_count"":73,""game_time"":59573,""event_code"":3020}",00abaee7,73,3020,59573,Chow Time,Game,CRYSTALCAVES
cfbd47c8,a022c3f60ba547e7,2019-09-10T16:55:11.947Z,"{""weight"":3,""source"":""scale"",""resources"":[1,1],""coordinates"":{""x"":309,""y"":395,""stage_width"":1015,""stage_height"":762},""round"":1,""event_count"":74,""game_time"":59852,""event_code"":4030}",00abaee7,74,4030,59852,Chow Time,Game,CRYSTALCAVES
4ef8cdd3,a022c3f60ba547e7,2019-09-10T16:55:12.048Z,"{""weight"":3,""correct"":false,""scale_weight"":6,""scale_contents"":[3,3],""coordinates"":{""x"":308,""y"":351,""stage_width"":1015,""stage_height"":762},""duration"":100,""round"":1,""event_count"":75,""game_time"":59952,""event_code"":4020}",00abaee7,75,4020,59952,Chow Time,Game,CRYSTALCAVES
7372e1a5,a022c3f60ba547e7,2019-09-10T16:55:12.213Z,"{""coordinates"":{""x"":269,""y"":358,""stage_width"":1015,""stage_height"":762},""round"":1,""event_count"":76,""game_time"":60118,""event_code"":4070}",00abaee7,76,4070,60118,Chow Time,Game,CRYSTALCAVES
7372e1a5,a022c3f60ba547e7,2019-09-10T16:55:12.934Z,"{""coordinates"":{""x"":279,""y"":350,""stage_width"":1015,""stage_height"":762},""round"":1,""event_count"":77,""game_time"":60835,""event_code"":4070}",00abaee7,77,4070,60835,Chow Time,Game,CRYSTALCAVES
7372e1a5,a022c3f60ba547e7,2019-09-10T16:55:13.733Z,"{""coordinates"":{""x"":276,""y"":389,""stage_width"":1015,""stage_height"":762},""round"":1,""event_count"":78,""game_time"":61635,""event_code"":4070}",00abaee7,78,4070,61635,Chow Time,Game,CRYSTALCAVES
2230fab4,a022c3f60ba547e7,2019-09-10T16:55:13.740Z,"{""description"":""That's too much food. Try taking a piece off the scale, to make that side lighter!"",""identifier"":""1437"",""media_type"":""animation"",""duration"":2062,""round"":1,""event_count"":79,""game_time"":61635,""event_code"":3120}",00abaee7,79,3120,61635,Chow Time,Game,CRYSTALCAVES
0330ab6a,a022c3f60ba547e7,2019-09-10T16:55:13.740Z,"{""description"":""That's too much food. Try taking a piece off the scale, to make that side lighter!"",""identifier"":""1437"",""media_type"":""animation"",""total_duration"":5541,""round"":1,""event_count"":80,""game_time"":61635,""event_code"":3020}",00abaee7,80,3020,61635,Chow Time,Game,CRYSTALCAVES
cfbd47c8,a022c3f60ba547e7,2019-09-10T16:55:16.490Z,"{""weight"":3,""source"":""scale"",""resources"":[1,1],""coordinates"":{""x"":309,""y"":395,""stage_width"":1015,""stage_height"":762},""round"":1,""event_count"":81,""game_time"":64393,""event_code"":4030}",00abaee7,81,4030,64393,Chow Time,Game,CRYSTALCAVES
